"KIS_ID","Chromosome","Start_position","End_position","UMAG_ID","Description","Gene_type","Prot_ID"
"KIS65754","USMA_521_v2_23",304294,306567,"UMAG_06458","ustilagic acid biosynthesis regulator rua1","Annotated","13552"
"KIS65755","USMA_521_v2_23",307253,309016,"UMAG_06459","Cytochrome P450 monooxygenase involved in Ustilagic Acid production","Annotated","13553"
"KIS65756","USMA_521_v2_23",309873,320987,"UMAG_06460","fatty acid synthase FAS2","Annotated","13554"
"KIS65757","USMA_521_v2_23",322134,326282,"UMAG_06461","ABC transporter","Annotated","13555"
"KIS65758","USMA_521_v2_23",326580,328121,"UMAG_06462","Ustilagic Acid acyltransferase","Annotated","13556"
"KIS65759","USMA_521_v2_23",329609,331531,"UMAG_11812","Cytochrome P450 enzyme invovled in Glycolipid production","Annotated","13557"
"KIS65760","USMA_521_v2_23",332327,333781,"UMAG_06464","hypothetical protein","Hypothetical","13558"
"KIS65761","USMA_521_v2_23",334439,335587,"UMAG_06465","hypothetical protein","Hypothetical","13559"
"KIS65762","USMA_521_v2_23",336476,337463,"UMAG_06466","Ustilagic Acid hydroxylase","Annotated","13560"
"KIS65763","USMA_521_v2_23",338214,339950,"UMAG_06467","Ustilagic Acid glycosyl transferase","Annotated","13561"
"KIS65764","USMA_521_v2_23",341789,342136,"UMAG_11813","hypothetical protein","Hypothetical","13562"
"KIS65765","USMA_521_v2_23",342983,344234,"UMAG_12340","alpha-hydroxylase AHD1","Annotated","13563"
"KIS68549","USMA_521_v2_8",3050,3793,"UMAG_11950","hypothetical protein","Hypothetical","10392"
"KIS68550","USMA_521_v2_8",5151,6326,"UMAG_03124","hypothetical protein","Hypothetical","10393"
"KIS68551","USMA_521_v2_8",6906,7433,"UMAG_11951","hypothetical protein","Hypothetical","10394"
"KIS68552","USMA_521_v2_8",8450,9688,"UMAG_03126","hypothetical protein","Hypothetical","10395"
"KIS68553","USMA_521_v2_8",10100,14092,"UMAG_03127","hypothetical protein","Hypothetical","10396"
"KIS68554","USMA_521_v2_8",15339,16349,"UMAG_03128","hypothetical protein","Hypothetical","10397"
"KIS68555","USMA_521_v2_8",16777,18931,"UMAG_03129","hypothetical protein","Hypothetical","10398"
"KIS68556","USMA_521_v2_8",19763,20782,"UMAG_11952","putative heat shock protein 80","Putative","10399"
"KIS68557","USMA_521_v2_8",23214,25329,"UMAG_10379","hypothetical protein","Hypothetical",NA
"KIS68558","USMA_521_v2_8",25773,27914,"UMAG_12208","hypothetical protein","Hypothetical","10401"
"KIS68559","USMA_521_v2_8",28426,29976,"UMAG_03132","hypothetical protein","Hypothetical","10402"
"KIS68560","USMA_521_v2_8",30095,35146,"UMAG_12209","hypothetical protein","Hypothetical","10403"
"KIS68561","USMA_521_v2_8",35798,36368,"UMAG_03134","hypothetical protein","Hypothetical","10404"
"KIS68562","USMA_521_v2_8",36754,37899,"UMAG_03135","hypothetical protein","Hypothetical","10405"
"KIS68563","USMA_521_v2_8",42709,44658,"UMAG_03136","hypothetical protein","Hypothetical","10406"
"KIS68564","USMA_521_v2_8",44836,48878,"UMAG_10380","hypothetical protein","Hypothetical","10407"
"KIS68565","USMA_521_v2_8",50226,50846,"UMAG_03138","hypothetical protein","Hypothetical","10408"
"KIS68566","USMA_521_v2_8",52245,53108,"UMAG_03139","hypothetical protein","Hypothetical","10409"
"KIS68567","USMA_521_v2_8",53355,54710,"UMAG_03140","hypothetical protein","Hypothetical","10410"
"KIS68568","USMA_521_v2_8",55677,58163,"UMAG_03141","hypothetical protein","Hypothetical","10411"
"KIS68569","USMA_521_v2_8",58886,59357,"UMAG_10381","putative small nuclear ribonucleoprotein SNRPD1","Putative","10412"
"KIS68570","USMA_521_v2_8",59532,60155,"UMAG_03143","hypothetical protein","Hypothetical","10413"
"KIS68571","USMA_521_v2_8",60878,62161,"UMAG_03144","putative clathrin-associated adaptor complex medium chain","Putative","10414"
"KIS68572","USMA_521_v2_8",62891,63983,"UMAG_03145","hypothetical protein","Hypothetical","10415"
"KIS68573","USMA_521_v2_8",64443,66305,"UMAG_03146","hypothetical protein","Hypothetical","10416"
"KIS68574","USMA_521_v2_8",66954,69677,"UMAG_03147","hypothetical protein","Hypothetical","10417"
"KIS68575","USMA_521_v2_8",69884,71923,"UMAG_03148","hypothetical protein","Hypothetical","10418"
"KIS68576","USMA_521_v2_8",74279,76003,"UMAG_03149","hypothetical protein","Hypothetical","10419"
"KIS68577","USMA_521_v2_8",76474,78270,"UMAG_03150","hypothetical protein","Hypothetical","10420"
"KIS68578","USMA_521_v2_8",78650,79917,"UMAG_12210","hypothetical protein","Hypothetical","10421"
"KIS68579","USMA_521_v2_8",80552,80842,"UMAG_12211","hypothetical protein","Hypothetical","10422"
"KIS68580","USMA_521_v2_8",81450,82594,"UMAG_03152","hypothetical protein","Hypothetical","10423"
"KIS68581","USMA_521_v2_8",83427,85094,"UMAG_03153","hypothetical protein","Hypothetical","10424"
"KIS68582","USMA_521_v2_8",85739,86545,"UMAG_03154","hypothetical protein","Hypothetical","10425"
"KIS68583","USMA_521_v2_8",87234,87689,"UMAG_10382","hypothetical protein","Hypothetical","10426"
"KIS68584","USMA_521_v2_8",88344,89452,"UMAG_03156","protein involved in surface sensing via MAP-kinase cascade","Annotated","10427"
"KIS68585","USMA_521_v2_8",90548,96394,"UMAG_10383","hypothetical protein","Hypothetical","10428"
"KIS68586","USMA_521_v2_8",98231,99199,"UMAG_03158","hypothetical protein","Hypothetical","10429"
"KIS68587","USMA_521_v2_8",99403,99840,"UMAG_10384","hypothetical protein","Hypothetical","10430"
"KIS68588","USMA_521_v2_8",100936,102174,"UMAG_10385","putative 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase isoenzyme","Putative","10431"
"KIS68589","USMA_521_v2_8",102365,108541,"UMAG_10386","hypothetical protein","Hypothetical","10432"
"KIS68590","USMA_521_v2_8",109519,111564,"UMAG_03162","putative glycine--tRNA ligase","Putative","10433"
"KIS68591","USMA_521_v2_8",112967,113587,"UMAG_10387","putative 1,4-Benzoquinone reductase","Putative","10434"
"KIS68592","USMA_521_v2_8",114107,115468,"UMAG_03164","putative lipoprotein-associated phospholipase A2","Putative","10435"
"KIS68593","USMA_521_v2_8",116604,117866,"UMAG_03165","hypothetical protein","Hypothetical","6838"
"KIS68593","USMA_521_v2_8",116604,117866,"UMAG_03165","hypothetical protein","Hypothetical","10436"
"KIS68594","USMA_521_v2_8",119151,119977,"UMAG_03166","hypothetical protein","Hypothetical","10437"
"KIS68595","USMA_521_v2_8",121964,124573,"UMAG_03167","hypothetical protein","Hypothetical","10438"
"KIS68597","USMA_521_v2_8",125222,125626,"UMAG_03168","hypothetical protein","Hypothetical","10439"
"KIS68597","USMA_521_v2_8",125222,125626,"UMAG_03168","hypothetical protein","Hypothetical","10440"
"KIS68596","USMA_521_v2_8",125222,126080,"UMAG_03168","hypothetical protein","Hypothetical","10439"
"KIS68596","USMA_521_v2_8",125222,126080,"UMAG_03168","hypothetical protein","Hypothetical","10440"
"KIS68598","USMA_521_v2_8",127707,129095,"UMAG_03169","putative ornithine-oxo-acid transaminase","Putative","10441"
"KIS68599","USMA_521_v2_8",130291,133089,"UMAG_03170","hypothetical protein","Hypothetical","10442"
"KIS68600","USMA_521_v2_8",133515,134710,"UMAG_03171","hypothetical protein","Hypothetical","10443"
"KIS68601","USMA_521_v2_8",135466,137442,"UMAG_03172","zinc-finger transcription factor","Annotated","10444"
"KIS68602","USMA_521_v2_8",141911,142909,"UMAG_10390","hypothetical protein","Hypothetical","10445"
"KIS68603","USMA_521_v2_8",144966,147395,"UMAG_10391","hypothetical protein","Hypothetical","10446"
"KIS68604","USMA_521_v2_8",147500,148441,"UMAG_12212","hypothetical protein","Hypothetical","10447"
"KIS68605","USMA_521_v2_8",148858,152340,"UMAG_03175","hypothetical protein","Hypothetical","10448"
"KIS68606","USMA_521_v2_8",153808,154935,"UMAG_10392","hypothetical protein","Hypothetical","10449"
"KIS68607","USMA_521_v2_8",155948,156466,"UMAG_03177","hypothetical protein","Hypothetical","10450"
"KIS68608","USMA_521_v2_8",156793,157386,"UMAG_03178","hypothetical protein","Hypothetical","10451"
"KIS68609","USMA_521_v2_8",157950,160532,"UMAG_10393","hypothetical protein","Hypothetical","10452"
"KIS68610","USMA_521_v2_8",163960,167217,"UMAG_03180","hypothetical protein","Hypothetical","10453"
"KIS68611","USMA_521_v2_8",167560,168310,"UMAG_12213","hypothetical protein","Hypothetical","10454"
"KIS68612","USMA_521_v2_8",169175,170413,"UMAG_03182","putative delta(24)-sterol c-methyltransferase (erg6)","Putative","10455"
"KIS68613","USMA_521_v2_8",170605,171426,"UMAG_10394","hypothetical protein","Hypothetical","10456"
"KIS68614","USMA_521_v2_8",191011,194309,"UMAG_10396","hypothetical protein","Hypothetical","10457"
"KIS68615","USMA_521_v2_8",194760,196761,"UMAG_10397","putative F1F0 ATP synthase subunit beta","Putative","10458"
"KIS68616","USMA_521_v2_8",198206,198802,"UMAG_03192","hypothetical protein","Hypothetical","10459"
"KIS68617","USMA_521_v2_8",199010,200027,"UMAG_10398","hypothetical protein","Hypothetical","10460"
"KIS68618","USMA_521_v2_8",201466,202743,"UMAG_03194","hypothetical protein","Hypothetical","10461"
"KIS68619","USMA_521_v2_8",203589,204643,"UMAG_10399","hypothetical protein","Hypothetical","10462"
"KIS68620","USMA_521_v2_8",205799,206182,"UMAG_03196","hypothetical protein","Hypothetical","10463"
"KIS68621","USMA_521_v2_8",207034,208202,"UMAG_10400","hypothetical protein","Hypothetical","10464"
"KIS68622","USMA_521_v2_8",209003,211896,"UMAG_10401","hypothetical protein","Hypothetical","10465"
"KIS68623","USMA_521_v2_8",212550,214112,"UMAG_10402","hypothetical protein","Hypothetical","10466"
"KIS68624","USMA_521_v2_8",214467,216662,"UMAG_03199","putative glutamine--fructose-6-phosphate transaminase (isomerizing) GFA1","Putative","10467"
"KIS68625","USMA_521_v2_8",219346,222573,"UMAG_03200","Rad51-associated protein Brh2","Annotated","10468"
"KIS68626","USMA_521_v2_8",222819,223630,"UMAG_03201","hypothetical protein","Hypothetical","10469"
"KIS68627","USMA_521_v2_8",224262,224642,"UMAG_03202","hypothetical protein","Hypothetical","10470"
"KIS68628","USMA_521_v2_8",225570,225959,"UMAG_10403","hypothetical protein","Hypothetical","10471"
"KIS68629","USMA_521_v2_8",227145,227456,"UMAG_12214","hypothetical protein","Hypothetical","10472"
"KIS68630","USMA_521_v2_8",228836,234853,"UMAG_03204","Chitin synthase 8","Annotated","10473"
"KIS68631","USMA_521_v2_8",237314,239712,"UMAG_15003","hypothetical protein","Hypothetical","10474"
"KIS68632","USMA_521_v2_8",240694,244320,"UMAG_03206","hypothetical protein","Hypothetical","10475"
"KIS68633","USMA_521_v2_8",245082,245681,"UMAG_03207","hypothetical protein","Hypothetical","10476"
"KIS68634","USMA_521_v2_8",246162,248240,"UMAG_10639","hypothetical protein","Hypothetical","10477"
"KIS68635","USMA_521_v2_8",249068,252055,"UMAG_03209","putative COPII coated vesicle component","Putative","10478"
"KIS68636","USMA_521_v2_8",253155,253903,"UMAG_03210","putative cyclin-dependent kinases regulatory subunit","Putative","10479"
"KIS68637","USMA_521_v2_8",254141,256306,"UMAG_03211","hypothetical protein","Hypothetical","10480"
"KIS68638","USMA_521_v2_8",258618,259144,"UMAG_10640","hypothetical protein","Hypothetical","10481"
"KIS68639","USMA_521_v2_8",264266,267568,"UMAG_10641","hypothetical protein","Hypothetical","10482"
"KIS68640","USMA_521_v2_8",268620,268910,"UMAG_10642","hypothetical protein","Hypothetical","10483"
"KIS68641","USMA_521_v2_8",269797,271830,"UMAG_10643","hypothetical protein","Hypothetical","10484"
"KIS68642","USMA_521_v2_8",272733,279965,"UMAG_03216","putative 1-phosphatidylinositol 3-kinase","Putative","10485"
"KIS68643","USMA_521_v2_8",280183,281163,"UMAG_10644","putative septin CDC10","Putative","10486"
"KIS68644","USMA_521_v2_8",282302,283171,"UMAG_03218","hypothetical protein","Hypothetical","10487"
"KIS68645","USMA_521_v2_8",284283,287366,"UMAG_10645","hypothetical protein","Hypothetical","10488"
"KIS68646","USMA_521_v2_8",287805,288566,"UMAG_10646","hypothetical protein","Hypothetical","10489"
"KIS68647","USMA_521_v2_8",288731,289744,"UMAG_03220","hypothetical protein","Hypothetical","10490"
"KIS68648","USMA_521_v2_8",290382,292091,"UMAG_03221","hypothetical protein","Hypothetical","10491"
"KIS68649","USMA_521_v2_8",294352,295018,"UMAG_03223","mig1 protein","Annotated","10492"
"KIS68650","USMA_521_v2_8",295807,296525,"UMAG_12215","hypothetical protein","Hypothetical","10493"
"KIS68651","USMA_521_v2_8",297392,298302,"UMAG_12216","hypothetical protein","Hypothetical","10494"
"KIS68652","USMA_521_v2_8",298824,299129,"UMAG_12217","hypothetical protein","Hypothetical","10495"
"KIS68653","USMA_521_v2_8",300492,301358,"UMAG_10647","putative 20S proteasome subunit beta 6","Putative","10496"
"KIS68654","USMA_521_v2_8",301515,303956,"UMAG_03226","hypothetical protein","Hypothetical","10497"
"KIS68655","USMA_521_v2_8",304333,305250,"UMAG_03227","putative exosome complex exonuclease rrp41","Putative","10498"
"KIS68656","USMA_521_v2_8",305572,307518,"UMAG_03228","hypothetical protein","Hypothetical","10499"
"KIS68657","USMA_521_v2_8",308492,309769,"UMAG_03229","hypothetical protein","Hypothetical","10500"
"KIS68658","USMA_521_v2_8",312151,317829,"UMAG_10648","hypothetical protein","Hypothetical","10501"
"KIS68659","USMA_521_v2_8",319530,320141,"UMAG_03231","hypothetical protein","Hypothetical","10502"
"KIS68660","USMA_521_v2_8",321764,322465,"UMAG_03232","hypothetical protein","Hypothetical","10503"
"KIS68661","USMA_521_v2_8",322613,323032,"UMAG_10982","hypothetical protein","Hypothetical","10504"
"KIS68662","USMA_521_v2_8",323451,324557,"UMAG_03233","hypothetical protein","Hypothetical","10505"
"KIS68663","USMA_521_v2_8",326033,328937,"UMAG_03234","hypothetical protein","Hypothetical","10506"
"KIS68664","USMA_521_v2_8",329509,334086,"UMAG_03235","hypothetical protein","Hypothetical","10507"
"KIS68665","USMA_521_v2_8",335057,336158,"UMAG_10649","hypothetical protein","Hypothetical","10508"
"KIS68666","USMA_521_v2_8",336682,337153,"UMAG_03237","ribosomal 40S subunit protein S20","Annotated","10509"
"KIS68667","USMA_521_v2_8",337531,340896,"UMAG_03238","hypothetical protein","Hypothetical","10510"
"KIS68668","USMA_521_v2_8",342585,344795,"UMAG_03239","putative acetolactate synthase catalytic subunit","Putative","10511"
"KIS68669","USMA_521_v2_8",345509,347068,"UMAG_03240","hypothetical protein","Hypothetical","10512"
"KIS68670","USMA_521_v2_8",347268,348362,"UMAG_03241","putative required for 40S ribosome biogenesis","Putative","10513"
"KIS68671","USMA_521_v2_8",348718,349743,"UMAG_03242","hypothetical protein","Hypothetical","10514"
"KIS68672","USMA_521_v2_8",349917,353630,"UMAG_12218","putative chromosome segregation protein","Putative","10515"
"KIS68673","USMA_521_v2_8",354695,356893,"UMAG_03244","hypothetical protein","Hypothetical","10516"
"KIS68674","USMA_521_v2_8",357160,361125,"UMAG_10650","hypothetical protein","Hypothetical","10517"
"KIS68675","USMA_521_v2_8",365594,367477,"UMAG_03246","hypothetical protein","Hypothetical","10518"
"KIS68676","USMA_521_v2_8",368103,371117,"UMAG_10651","hypothetical protein","Hypothetical","10519"
"KIS68677","USMA_521_v2_8",371239,372369,"UMAG_10652","hypothetical protein","Hypothetical","10520"
"KIS68678","USMA_521_v2_8",375236,379843,"UMAG_03250","hypothetical protein","Hypothetical","10521"
"KIS68679","USMA_521_v2_8",380696,381757,"UMAG_03251","hypothetical protein","Hypothetical","10522"
"KIS68680","USMA_521_v2_8",381916,383721,"UMAG_03252","putative 26S proteasome non-ATPase regulatory subunit p58","Putative","10523"
"KIS68681","USMA_521_v2_8",384360,387836,"UMAG_03253","hypothetical protein","Hypothetical","10524"
"KIS68682","USMA_521_v2_8",389867,396175,"UMAG_03254","hypothetical protein","Hypothetical","10525"
"KIS68683","USMA_521_v2_8",398163,399374,"UMAG_12219","hypothetical protein","Hypothetical","10526"
"KIS68684","USMA_521_v2_8",399489,400388,"UMAG_03256","hypothetical protein","Hypothetical","10527"
"KIS68685","USMA_521_v2_8",400640,404224,"UMAG_11953","hypothetical protein","Hypothetical","10528"
"KIS68686","USMA_521_v2_8",405065,406839,"UMAG_11954","hypothetical protein","Hypothetical","10529"
"KIS68687","USMA_521_v2_8",408473,409750,"UMAG_11955","putative tryptophanyl-tRNA synthetase","Putative","10530"
"KIS68688","USMA_521_v2_8",410051,410851,"UMAG_03260","hypothetical protein","Hypothetical","10531"
"KIS68689","USMA_521_v2_8",411369,414113,"UMAG_03261","hypothetical protein","Hypothetical","10532"
"KIS68690","USMA_521_v2_8",414977,422470,"UMAG_03262","hypothetical protein","Hypothetical","10533"
"KIS68691","USMA_521_v2_8",423564,426728,"UMAG_03263","putative nucleotide excision repair protein","Putative","10534"
"KIS68692","USMA_521_v2_8",428084,432466,"UMAG_03264","putative xanthine dehydrogenase","Putative","10535"
"KIS68693","USMA_521_v2_8",433659,434633,"UMAG_11956","hypothetical protein","Hypothetical","10536"
"KIS68694","USMA_521_v2_8",438010,438990,"UMAG_03265","hypothetical protein","Hypothetical","10537"
"KIS68695","USMA_521_v2_8",439865,444043,"UMAG_03266","hypothetical protein","Hypothetical","10538"
"KIS68696","USMA_521_v2_8",445237,447567,"UMAG_03267","hypothetical protein","Hypothetical","10539"
"KIS68697","USMA_521_v2_8",448251,450554,"UMAG_03268","hypothetical protein","Hypothetical","10540"
"KIS68698","USMA_521_v2_8",450971,456685,"UMAG_11957","hypothetical protein","Hypothetical","10541"
"KIS68699","USMA_521_v2_8",458187,459981,"UMAG_15004","putative malate synthase","Putative","10542"
"KIS68700","USMA_521_v2_8",461785,462283,"UMAG_10953","putative thioredoxin II","Putative","10543"
"KIS68701","USMA_521_v2_8",462920,463493,"UMAG_15098","hypothetical protein","Hypothetical","10544"
"KIS68702","USMA_521_v2_8",463697,464216,"UMAG_10823","hypothetical protein","Hypothetical","10545"
"KIS68703","USMA_521_v2_8",464553,467453,"UMAG_03271","hypothetical protein","Hypothetical","10546"
"KIS68704","USMA_521_v2_8",467537,470545,"UMAG_10824","hypothetical protein","Hypothetical","10547"
"KIS68705","USMA_521_v2_8",471634,473937,"UMAG_03273","hypothetical protein","Hypothetical","10548"
"KIS68706","USMA_521_v2_8",475527,478136,"UMAG_03274","hypothetical protein","Hypothetical","10549"
"KIS68707","USMA_521_v2_8",478828,479731,"UMAG_10825","hypothetical protein","Hypothetical","10550"
"KIS68708","USMA_521_v2_8",479937,481529,"UMAG_03276","hypothetical protein","Hypothetical","10551"
"KIS68709","USMA_521_v2_8",482086,482698,"UMAG_10826","hypothetical protein","Hypothetical","10552"
"KIS68710","USMA_521_v2_8",482795,485929,"UMAG_03277","hypothetical protein","Hypothetical","10553"
"KIS68711","USMA_521_v2_8",486375,487691,"UMAG_03278","putative protein involved in protein-vacuolar targeting","Putative","10554"
"KIS68712","USMA_521_v2_8",487840,489423,"UMAG_10827","hypothetical protein","Hypothetical","10555"
"KIS68713","USMA_521_v2_8",491294,493663,"UMAG_03280","putative general transcription repressor","Putative","10556"
"KIS68714","USMA_521_v2_8",494065,497676,"UMAG_03281","hypothetical protein","Hypothetical","10557"
"KIS68715","USMA_521_v2_8",498907,500091,"UMAG_03282","hypothetical protein","Hypothetical","10558"
"KIS68716","USMA_521_v2_8",500553,501178,"UMAG_03283","hypothetical protein","Hypothetical","10559"
"KIS68717","USMA_521_v2_8",502679,503123,"UMAG_03284","hypothetical protein","Hypothetical","10560"
"KIS68718","USMA_521_v2_8",503901,506675,"UMAG_03285","hypothetical protein","Hypothetical","10561"
"KIS68719","USMA_521_v2_8",506854,512346,"UMAG_03286","hypothetical protein","Hypothetical","10562"
"KIS68720","USMA_521_v2_8",514593,517460,"UMAG_10830","hypothetical protein","Hypothetical","10563"
"KIS68721","USMA_521_v2_8",517636,518385,"UMAG_03288","hypothetical protein","Hypothetical","10564"
"KIS68722","USMA_521_v2_8",519919,521475,"UMAG_03289","hypothetical protein","Hypothetical","10565"
"KIS68723","USMA_521_v2_8",522750,523859,"UMAG_03290","recombinase RAD51","Annotated","10566"
"KIS68724","USMA_521_v2_8",524830,525699,"UMAG_10831","hypothetical protein","Hypothetical","10567"
"KIS68725","USMA_521_v2_8",526446,528272,"UMAG_03292","hypothetical protein","Hypothetical","10568"
"KIS68726","USMA_521_v2_8",530026,534546,"UMAG_03293","hypothetical protein","Hypothetical","10569"
"KIS68727","USMA_521_v2_8",535434,536213,"UMAG_03294","hypothetical protein","Hypothetical","10570"
"KIS68728","USMA_521_v2_8",542377,543753,"UMAG_03296","hypothetical protein","Hypothetical","10571"
"KIS68729","USMA_521_v2_8",544157,544507,"UMAG_03297","hypothetical protein","Hypothetical","10572"
"KIS68730","USMA_521_v2_8",544943,546130,"UMAG_03298","putative acetyl-CoA C-acetyltransferase","Putative","10573"
"KIS68731","USMA_521_v2_8",546584,547431,"UMAG_03299","putative triose-phosphate isomerase TPI1","Putative","10574"
"KIS68732","USMA_521_v2_8",548137,548975,"UMAG_10832","putative profilin","Putative","10575"
"KIS68733","USMA_521_v2_8",549436,553527,"UMAG_03301","hypothetical protein","Hypothetical","10576"
"KIS68734","USMA_521_v2_8",554971,558591,"UMAG_10833","hypothetical protein","Hypothetical","10577"
"KIS68735","USMA_521_v2_8",559626,563273,"UMAG_03303","hypothetical protein","Hypothetical","10578"
"KIS68736","USMA_521_v2_8",564321,565054,"UMAG_03304","hypothetical protein","Hypothetical","10579"
"KIS68737","USMA_521_v2_8",566734,567798,"UMAG_03305","mitogen-activated serine/threonine-protein kinase","Annotated","10580"
"KIS68738","USMA_521_v2_8",568161,569537,"UMAG_03306","putative ribose-phosphate pyrophosphokinase 3","Putative","10581"
"KIS68739","USMA_521_v2_8",570234,571105,"UMAG_03307","hypothetical protein","Hypothetical","10582"
"KIS68740","USMA_521_v2_8",571792,573426,"UMAG_03308","putative Cytosol aminopeptidase","Putative","10583"
"KIS68741","USMA_521_v2_8",573823,576303,"UMAG_03309","hypothetical protein","Hypothetical","10584"
"KIS68742","USMA_521_v2_8",578616,579428,"UMAG_03310","hypothetical protein","Hypothetical","10585"
"KIS68743","USMA_521_v2_8",579972,580736,"UMAG_10835","hypothetical protein","Hypothetical","10586"
"KIS68744","USMA_521_v2_8",581343,583721,"UMAG_10836","protein mediates microtubule-dependent mRNA transport","Annotated","10587"
"KIS68745","USMA_521_v2_8",585594,588314,"UMAG_03312","hypothetical protein","Hypothetical","10588"
"KIS68746","USMA_521_v2_8",588956,590047,"UMAG_03313","effector family protein Eff1-3","Annotated","10589"
"KIS68747","USMA_521_v2_8",591142,592485,"UMAG_03314","effector family protein Eff1-4","Annotated","10590"
"KIS68748","USMA_521_v2_8",595058,598690,"UMAG_03315","serine/threonine protein kinase B-related Ukb1","Annotated","10591"
"KIS68749","USMA_521_v2_8",599150,600316,"UMAG_10837","hypothetical protein","Hypothetical","10592"
"KIS68750","USMA_521_v2_8",600631,601464,"UMAG_10838","hypothetical protein","Hypothetical","10593"
"KIS68751","USMA_521_v2_8",602344,605295,"UMAG_03317","hypothetical protein","Hypothetical","10594"
"KIS68752","USMA_521_v2_8",605901,607058,"UMAG_03318","hypothetical protein","Hypothetical","10595"
"KIS68753","USMA_521_v2_8",607363,607856,"UMAG_10839","putative pyruvate transmembrane transporter","Putative","10596"
"KIS68754","USMA_521_v2_8",608403,609444,"UMAG_12221","hypothetical protein","Hypothetical","10597"
"KIS68755","USMA_521_v2_8",610799,613666,"UMAG_10840","putative trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1","Putative","10598"
"KIS68756","USMA_521_v2_8",614151,615128,"UMAG_10841","ribosomal 60S subunit protein L28","Annotated","10599"
"KIS68757","USMA_521_v2_8",616594,617843,"UMAG_10842","ribosomal 60S subunit protein L10","Annotated","10600"
"KIS68758","USMA_521_v2_8",619592,621166,"UMAG_03323","putative Ariadne-1 protein","Putative","10601"
"KIS68759","USMA_521_v2_8",623235,624944,"UMAG_03325","putative general amino acid permease","Putative","10602"
"KIS68760","USMA_521_v2_8",625314,628865,"UMAG_10653","hypothetical protein","Hypothetical","10603"
"KIS68761","USMA_521_v2_8",630040,630853,"UMAG_03327","hypothetical protein","Hypothetical","10604"
"KIS68762","USMA_521_v2_8",632040,632437,"UMAG_10654","hypothetical protein","Hypothetical","10605"
"KIS68763","USMA_521_v2_8",633341,634807,"UMAG_10655","putative DExD/H-box ATP-dependent RNA helicase DHH1","Putative","10606"
"KIS68764","USMA_521_v2_8",635992,636690,"UMAG_03330","hypothetical protein","Hypothetical","10607"
"KIS68765","USMA_521_v2_8",636874,638601,"UMAG_03331","hypothetical protein","Hypothetical","10608"
"KIS68766","USMA_521_v2_8",638915,640018,"UMAG_03332","hypothetical protein","Hypothetical","10609"
"KIS68767","USMA_521_v2_8",640138,641050,"UMAG_03333","hypothetical protein","Hypothetical","10610"
"KIS68768","USMA_521_v2_8",641532,643010,"UMAG_10656","hypothetical protein","Hypothetical","10611"
"KIS68769","USMA_521_v2_8",644300,646420,"UMAG_12222","hypothetical protein","Hypothetical","10612"
"KIS68770","USMA_521_v2_8",647709,648770,"UMAG_03336","hypothetical protein","Hypothetical","10613"
"KIS68771","USMA_521_v2_8",649156,650274,"UMAG_03337","hypothetical protein","Hypothetical","10614"
"KIS68772","USMA_521_v2_8",650903,651724,"UMAG_10657","hypothetical protein","Hypothetical","10615"
"KIS68773","USMA_521_v2_8",652700,654117,"UMAG_12223","hypothetical protein","Hypothetical","10616"
"KIS68774","USMA_521_v2_8",655336,655995,"UMAG_03340","putative nucleolar rRNA processing protein","Putative","10617"
"KIS68775","USMA_521_v2_8",656340,661826,"UMAG_03341","hypothetical protein","Hypothetical","10618"
"KIS68776","USMA_521_v2_8",662784,665744,"UMAG_10658","hypothetical protein","Hypothetical","10619"
"KIS68777","USMA_521_v2_8",667767,668168,"UMAG_03343","hypothetical protein","Hypothetical","10620"
"KIS68778","USMA_521_v2_8",668254,670767,"UMAG_03344","hypothetical protein","Hypothetical","10621"
"KIS68779","USMA_521_v2_8",671201,674110,"UMAG_12224","hypothetical protein","Hypothetical","10622"
"KIS68780","USMA_521_v2_8",674468,676520,"UMAG_03346","hypothetical protein","Hypothetical","10623"
"KIS68781","USMA_521_v2_8",677652,684743,"UMAG_03347","hypothetical protein","Hypothetical","10624"
"KIS68782","USMA_521_v2_8",686823,689009,"UMAG_03348","hypothetical protein","Hypothetical","10625"
"KIS68783","USMA_521_v2_8",691137,692186,"UMAG_03349","hypothetical protein","Hypothetical","10626"
"KIS68784","USMA_521_v2_8",694724,695611,"UMAG_12225","hypothetical protein","Hypothetical","10627"
"KIS68785","USMA_521_v2_8",697169,698989,"UMAG_03351","putative protein promoting preinitiation complex assembly","Putative","10628"
"KIS68786","USMA_521_v2_8",700720,701709,"UMAG_03352","hypothetical protein","Hypothetical","10629"
"KIS68787","USMA_521_v2_8",702352,704181,"UMAG_03353","hypothetical protein","Hypothetical","10630"
"KIS68788","USMA_521_v2_8",704587,704889,"UMAG_03354","putative nucleolar rRNA processing protein","Putative","10631"
"KIS68789","USMA_521_v2_8",705564,706336,"UMAG_03355","hypothetical protein","Hypothetical","10632"
"KIS68790","USMA_521_v2_8",706711,708048,"UMAG_03356","putative phosphopyruvate hydratase ENO1","Putative","10633"
"KIS68791","USMA_521_v2_8",710095,713211,"UMAG_03358","hypothetical protein","Hypothetical","10634"
"KIS68792","USMA_521_v2_8",715644,719879,"UMAG_11008","hypothetical protein","Hypothetical","10635"
